GESTION;2018;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Direction de l'action du Gouvernement;308;13;22;Cotisations et contributions sociales;;163 941;;163 941
Direction de l'action du Gouvernement;308;13;23;Prestations sociales et allocations diverses;;3 285;;3 285
Direction de l'action du Gouvernement;308;13;31;Dépenses de fonctionnement autres que celles de personnel;;73 613;;73 613
Direction de l'action du Gouvernement;333;1;31;Dépenses de fonctionnement autres que celles de personnel;148 387 711;151 211 016;148 387 711;151 211 016
Direction de l'action du Gouvernement;333;1;51;Dépenses pour immobilisations corporelles de l’État;12 566 453;12 030 748;12 566 453;12 030 748
Direction de l'action du Gouvernement;333;2;31;Dépenses de fonctionnement autres que celles de personnel;468 508 710;478 716 114;322 191 389;323 175 046
Direction de l'action du Gouvernement;333;2;51;Dépenses pour immobilisations corporelles de l’État;1 735 565;3 700 000;1 735 565;3 700 000
Direction de l'action du Gouvernement;333;3;21;Rémunérations d’activité;112 830 672;114 835 812;112 830 672;114 835 812
Direction de l'action du Gouvernement;333;3;22;Cotisations et contributions sociales;64 327 732;66 313 941;64 327 732;66 313 941
Direction de l'action du Gouvernement;333;3;23;Prestations sociales et allocations diverses;400 000;450 000;400 000;450 000
Écologie, développement et mobilité durables;113;1;31;Dépenses de fonctionnement autres que celles de personnel;3 656 509;3 722 522;3 656 509;3 656 510
Écologie, développement et mobilité durables;113;1;62;Transferts aux entreprises;100 000;100 000;100 000;100 000
Écologie, développement et mobilité durables;113;1;63;Transferts aux collectivités territoriales;1 556 990;1 490 978;1 556 990;1 556 990
Écologie, développement et mobilité durables;113;1;64;Transferts aux autres collectivités;1 654 826;1 453 726;1 654 826;1 453 726
Écologie, développement et mobilité durables;113;2;31;Dépenses de fonctionnement autres que celles de personnel;5 631 514;5 631 514;5 631 514;5 631 514
Écologie, développement et mobilité durables;113;7;31;Dépenses de fonctionnement autres que celles de personnel;20 200 608;20 041 669;20 292 905;20 042 526
Écologie, développement et mobilité durables;113;7;32;Subventions pour charges de service public;137 670 025;1 131 500;137 670 025;1 131 500
Écologie, développement et mobilité durables;113;7;51;Dépenses pour immobilisations corporelles de l’État;3 068 342;2 144 841;3 026 254;2 169 373
Écologie, développement et mobilité durables;113;7;52;Dépenses pour immobilisations incorporelles de l’État;;895 000;;932 000
Écologie, développement et mobilité durables;113;7;62;Transferts aux entreprises;23 971 122;29 108 586;24 424 321;29 609 056
Écologie, développement et mobilité durables;113;7;63;Transferts aux collectivités territoriales;11 092 760;23 750 432;10 388 629;23 080 333
Écologie, développement et mobilité durables;113;7;64;Transferts aux autres collectivités;71 292 108;58 115 286;71 492 831;58 222 526
Écologie, développement et mobilité durables;113;7;72;Dotations en fonds propres;1 000 000;1 008 228;1 000 000;1 008 228
Écologie, développement et mobilité durables;159;10;31;Dépenses de fonctionnement autres que celles de personnel;;10 105 000;;10 105 000
Écologie, développement et mobilité durables;159;10;51;Dépenses pour immobilisations corporelles de l’État;;440 000;;440 000
Écologie, développement et mobilité durables;159;10;62;Transferts aux entreprises;;210 000;;210 000
Écologie, développement et mobilité durables;159;10;63;Transferts aux collectivités territoriales;;550 000;;550 000
Écologie, développement et mobilité durables;159;10;64;Transferts aux autres collectivités;;3 359 147;;3 359 147
Écologie, développement et mobilité durables;159;11;32;Subventions pour charges de service public;210 994 361;206 040 570;210 994 361;206 040 570
Écologie, développement et mobilité durables;159;12;31;Dépenses de fonctionnement autres que celles de personnel;159 800;144 000;159 800;144 000
Écologie, développement et mobilité durables;159;12;32;Subventions pour charges de service public;93 007 116;91 510 630;93 077 116;91 510 630
Écologie, développement et mobilité durables;159;12;64;Transferts aux autres collectivités;15 000;15 000;15 000;15 000
Écologie, développement et mobilité durables;159;13;32;Subventions pour charges de service public;192 837 999;188 846 545;192 837 999;188 846 545
Écologie, développement et mobilité durables;159;14;31;Dépenses de fonctionnement autres que celles de personnel;;300 000;;300 000
Écologie, développement et mobilité durables;159;14;64;Transferts aux autres collectivités;;14 950 000;;13 943 746
Écologie, développement et mobilité durables;174;1;31;Dépenses de fonctionnement autres que celles de personnel;817 400;1 080 001;817 400;770 001
Écologie, développement et mobilité durables;174;1;32;Subventions pour charges de service public;2 700 000;2 632 000;2 700 000;2 632 000
Écologie, développement et mobilité durables;174;1;64;Transferts aux autres collectivités;466 500;744 500;466 500;1 004 500
Écologie, développement et mobilité durables;174;4;31;Dépenses de fonctionnement autres que celles de personnel;;15 250;;15 250
Écologie, développement et mobilité durables;174;4;32;Subventions pour charges de service public;12 833 060;13 047 000;12 833 060;13 047 000
Écologie, développement et mobilité durables;174;4;61;Transferts aux ménages;393 251 000;355 880 000;393 251 000;355 880 000
Écologie, développement et mobilité durables;174;4;62;Transferts aux entreprises;16 823 513;21 800 000;17 523 513;21 800 000
Écologie, développement et mobilité durables;174;5;31;Dépenses de fonctionnement autres que celles de personnel;2 604 762;7 530 000;2 604 762;7 530 000
Écologie, développement et mobilité durables;174;5;32;Subventions pour charges de service public;1 240 000;1 350 000;1 240 000;1 350 000
Écologie, développement et mobilité durables;174;5;62;Transferts aux entreprises;200 000;300 000;200 000;350 000
Écologie, développement et mobilité durables;174;5;64;Transferts aux autres collectivités;23 381 000;21 615 000;23 381 000;21 615 000
Écologie, développement et mobilité durables;174;6;31;Dépenses de fonctionnement autres que celles de personnel;1 115 563;1 300 000;1 115 563;1 300 000
Écologie, développement et mobilité durables;174;6;64;Transferts aux autres collectivités;11 000;;11 000;
Écologie, développement et mobilité durables;181;1;31;Dépenses de fonctionnement autres que celles de personnel;20 362 680;29 530 471;18 962 680;22 430 471
Écologie, développement et mobilité durables;181;1;32;Subventions pour charges de service public;35 682 946;35 682 946;35 682 946;35 682 946
Écologie, développement et mobilité durables;181;1;51;Dépenses pour immobilisations corporelles de l’État;100 000;100 000;100 000;100 000
Écologie, développement et mobilité durables;181;1;62;Transferts aux entreprises;9 750 000;1 800 000;19 770 000;15 700 000
Écologie, développement et mobilité durables;181;1;63;Transferts aux collectivités territoriales;33 850 000;35 868 210;10 000 000;13 838 210
Écologie, développement et mobilité durables;181;1;64;Transferts aux autres collectivités;3 692 696;3 915 000;3 692 696;3 915 000
Écologie, développement et mobilité durables;181;9;21;Rémunérations d’activité;32 787 573;33 026 387;32 787 573;33 026 387
Écologie, développement et mobilité durables;181;9;22;Cotisations et contributions sociales;12 016 800;12 562 209;12 016 800;12 562 209
Écologie, développement et mobilité durables;181;9;23;Prestations sociales et allocations diverses;120 000;120 000;120 000;120 000
Écologie, développement et mobilité durables;181;9;31;Dépenses de fonctionnement autres que celles de personnel;11 275 627;10 776 496;16 275 627;15 776 496
Écologie, développement et mobilité durables;181;9;52;Dépenses pour immobilisations incorporelles de l’État;150 000;550 000;150 000;550 000
Écologie, développement et mobilité durables;181;9;64;Transferts aux autres collectivités;1 451 500;1 450 000;1 451 500;1 450 000
Écologie, développement et mobilité durables;181;10;31;Dépenses de fonctionnement autres que celles de personnel;14 509 890;15 181 391;14 158 392;15 181 391
Écologie, développement et mobilité durables;181;10;32;Subventions pour charges de service public;7 687 833;7 687 833;7 687 833;7 687 833
Écologie, développement et mobilité durables;181;10;51;Dépenses pour immobilisations corporelles de l’État;3 900 000;3 750 000;3 900 000;3 750 000
Écologie, développement et mobilité durables;181;10;52;Dépenses pour immobilisations incorporelles de l’État;300 000;300 000;300 000;300 000
Écologie, développement et mobilité durables;181;10;63;Transferts aux collectivités territoriales;3 503 000;4 000 000;3 503 000;4 000 000
Écologie, développement et mobilité durables;181;10;64;Transferts aux autres collectivités;9 350 000;6 480 000;9 350 000;6 480 000
Écologie, développement et mobilité durables;181;11;31;Dépenses de fonctionnement autres que celles de personnel;180 000;7 680 000;180 000;7 680 000
Écologie, développement et mobilité durables;181;11;32;Subventions pour charges de service public;28 223 931;28 450 000;28 223 931;28 450 000
Écologie, développement et mobilité durables;181;11;51;Dépenses pour immobilisations corporelles de l’État;520 000;943 931;520 000;943 931
Écologie, développement et mobilité durables;181;11;61;Transferts aux ménages;1 300 000;1 500 000;1 300 000;1 500 000
Écologie, développement et mobilité durables;181;11;62;Transferts aux entreprises;7 450 000;;7 450 000;
Écologie, développement et mobilité durables;181;12;32;Subventions pour charges de service public;;612 700 000;;612 700 000
Écologie, développement et mobilité durables;203;1;64;Transferts aux autres collectivités;1 000;;1 000;
Écologie, développement et mobilité durables;203;4;31;Dépenses de fonctionnement autres que celles de personnel;;192 707 765;;192 000 000
Écologie, développement et mobilité durables;203;4;51;Dépenses pour immobilisations corporelles de l’État;;125 260 047;;124 800 000
Écologie, développement et mobilité durables;203;4;63;Transferts aux collectivités territoriales;;3 211 796;;3 200 000
Écologie, développement et mobilité durables;203;10;62;Transferts aux entreprises;2 426 661 026;;2 426 661 026;
Écologie, développement et mobilité durables;203;10;64;Transferts aux autres collectivités;16 000;;16 000;
Écologie, développement et mobilité durables;203;11;31;Dépenses de fonctionnement autres que celles de personnel;2 480 000;;2 480 000;
Écologie, développement et mobilité durables;203;11;32;Subventions pour charges de service public;251 431 964;;251 431 964;
Écologie, développement et mobilité durables;203;11;51;Dépenses pour immobilisations corporelles de l’État;1 434 751;;7 784 751;
Écologie, développement et mobilité durables;203;11;62;Transferts aux entreprises;48 516 849;;50 516 849;
Écologie, développement et mobilité durables;203;11;64;Transferts aux autres collectivités;3 500;;3 500;
Écologie, développement et mobilité durables;203;12;31;Dépenses de fonctionnement autres que celles de personnel;185 635 680;;185 635 680;
Écologie, développement et mobilité durables;203;12;51;Dépenses pour immobilisations corporelles de l’État;120 095 752;;126 177 670;
Écologie, développement et mobilité durables;203;12;64;Transferts aux autres collectivités;5 500 000;;5 500 000;
Écologie, développement et mobilité durables;203;13;31;Dépenses de fonctionnement autres que celles de personnel;1 000 962;;1 000 962;
Écologie, développement et mobilité durables;203;13;51;Dépenses pour immobilisations corporelles de l’État;2 041 639;;2 041 639;
Écologie, développement et mobilité durables;203;13;62;Transferts aux entreprises;35 558 673;;40 558 673;
Écologie, développement et mobilité durables;203;13;63;Transferts aux collectivités territoriales;1 750 000;;1 750 000;
Écologie, développement et mobilité durables;203;13;64;Transferts aux autres collectivités;2 166 109;;2 166 109;
Écologie, développement et mobilité durables;203;14;62;Transferts aux entreprises;26 313 616;;25 903 616;
Écologie, développement et mobilité durables;203;14;64;Transferts aux autres collectivités;95 836;;95 836;
Écologie, développement et mobilité durables;203;15;31;Dépenses de fonctionnement autres que celles de personnel;13 510 553;;16 084 188;
Écologie, développement et mobilité durables;203;15;64;Transferts aux autres collectivités;5 500;;5 500;
Écologie, développement et mobilité durables;203;41;62;Transferts aux entreprises;;2 420 362 316;;2 421 612 316
Écologie, développement et mobilité durables;203;42;32;Subventions pour charges de service public;;251 415 663;;251 415 663
Écologie, développement et mobilité durables;203;43;31;Dépenses de fonctionnement autres que celles de personnel;;400 000;;400 000
Écologie, développement et mobilité durables;203;43;62;Transferts aux entreprises;;70 494 836;;70 494 836
Écologie, développement et mobilité durables;203;44;62;Transferts aux entreprises;;20 351 745;;20 351 745
Écologie, développement et mobilité durables;203;44;63;Transferts aux collectivités territoriales;;6 456 879;;6 456 879
Écologie, développement et mobilité durables;203;44;64;Transferts aux autres collectivités;;450 000;;450 000
Écologie, développement et mobilité durables;203;45;62;Transferts aux entreprises;;77 409 039;;22 409 039
Écologie, développement et mobilité durables;203;47;31;Dépenses de fonctionnement autres que celles de personnel;;15 553 522;;15 553 522
Écologie, développement et mobilité durables;203;50;31;Dépenses de fonctionnement autres que celles de personnel;;1 000 000;;1 000 000
Écologie, développement et mobilité durables;203;50;51;Dépenses pour immobilisations corporelles de l’État;;2 042 601;;2 042 601
Écologie, développement et mobilité durables;203;50;64;Transferts aux autres collectivités;;1 716 109;;1 716 109
Écologie, développement et mobilité durables;203;51;62;Transferts aux entreprises;;7 500 000;;1 000 000
Écologie, développement et mobilité durables;203;52;31;Dépenses de fonctionnement autres que celles de personnel;;2 400 000;;2 400 000
Écologie, développement et mobilité durables;203;52;51;Dépenses pour immobilisations corporelles de l’État;;7 300 000;;4 759 000
Écologie, développement et mobilité durables;203;52;62;Transferts aux entreprises;;21 150 000;;17 550 000
Écologie, développement et mobilité durables;205;1;31;Dépenses de fonctionnement autres que celles de personnel;18 929 000;19 160 000;18 859 000;19 130 000
Écologie, développement et mobilité durables;205;1;51;Dépenses pour immobilisations corporelles de l’État;5 711 000;3 850 000;2 811 000;3 035 000
