"Mission";"Programme";"Action";"Catégorie_code";"Catégorie";"AEPLF";"CPPLF";"Type_budget";"Année"
"Écologie, développement et mobilité durables";205;4;64;"Transferts aux autres collectivités";130000;130000;"Budget général";2018
"Écologie, développement et mobilité durables";205;5;31;"Dépenses de fonctionnement autres que celles de personnel";7500000;7500000;"Budget général";2018
"Écologie, développement et mobilité durables";217;1;31;"Dépenses de fonctionnement autres que celles de personnel";NA;NA;"Budget général";2018
"Écologie, développement et mobilité durables";217;1;51;"Dépenses pour immobilisations corporelles de l’État";NA;NA;"Budget général";2018
"Écologie, développement et mobilité durables";217;1;62;"Transferts aux entreprises";NA;NA;"Budget général";2018
"Écologie, développement et mobilité durables";217;1;63;"Transferts aux collectivités territoriales";NA;NA;"Budget général";2018
"Écologie, développement et mobilité durables";217;1;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Écologie, développement et mobilité durables";217;2;31;"Dépenses de fonctionnement autres que celles de personnel";2211592;2211592;"Budget général";2018
"Écologie, développement et mobilité durables";217;3;31;"Dépenses de fonctionnement autres que celles de personnel";76522061;110597419;"Budget général";2018
"Écologie, développement et mobilité durables";217;3;51;"Dépenses pour immobilisations corporelles de l’État";348815;9260778;"Budget général";2018
"Écologie, développement et mobilité durables";217;4;31;"Dépenses de fonctionnement autres que celles de personnel";23582238;22797238;"Budget général";2018
"Écologie, développement et mobilité durables";217;4;51;"Dépenses pour immobilisations corporelles de l’État";462000;1247000;"Budget général";2018
"Écologie, développement et mobilité durables";217;5;22;"Cotisations et contributions sociales";141105226;141105226;"Budget général";2018
"Écologie, développement et mobilité durables";217;5;23;"Prestations sociales et allocations diverses";10000000;10000000;"Budget général";2018
"Écologie, développement et mobilité durables";217;5;31;"Dépenses de fonctionnement autres que celles de personnel";35173402;35173402;"Budget général";2018
"Écologie, développement et mobilité durables";217;5;32;"Subventions pour charges de service public";47743586;47743586;"Budget général";2018
"Écologie, développement et mobilité durables";217;5;62;"Transferts aux entreprises";100000;100000;"Budget général";2018
"Écologie, développement et mobilité durables";217;6;31;"Dépenses de fonctionnement autres que celles de personnel";833482;833482;"Budget général";2018
"Écologie, développement et mobilité durables";217;6;64;"Transferts aux autres collectivités";11618409;11618409;"Budget général";2018
"Écologie, développement et mobilité durables";217;7;21;"Rémunérations d’activité";337696647;337696647;"Budget général";2018
"Écologie, développement et mobilité durables";217;7;22;"Cotisations et contributions sociales";215642163;215642163;"Budget général";2018
"Écologie, développement et mobilité durables";217;7;23;"Prestations sociales et allocations diverses";2457741;2457741;"Budget général";2018
"Écologie, développement et mobilité durables";217;8;21;"Rémunérations d’activité";366937765;366937765;"Budget général";2018
"Écologie, développement et mobilité durables";217;8;22;"Cotisations et contributions sociales";225871613;225871613;"Budget général";2018
"Écologie, développement et mobilité durables";217;8;23;"Prestations sociales et allocations diverses";1637283;1637283;"Budget général";2018
"Écologie, développement et mobilité durables";217;9;21;"Rémunérations d’activité";877268;877268;"Budget général";2018
"Écologie, développement et mobilité durables";217;9;22;"Cotisations et contributions sociales";495721;495721;"Budget général";2018
"Écologie, développement et mobilité durables";217;9;23;"Prestations sociales et allocations diverses";5603;5603;"Budget général";2018
"Écologie, développement et mobilité durables";217;11;21;"Rémunérations d’activité";109502361;109502361;"Budget général";2018
"Écologie, développement et mobilité durables";217;11;22;"Cotisations et contributions sociales";69585130;69585130;"Budget général";2018
"Écologie, développement et mobilité durables";217;11;23;"Prestations sociales et allocations diverses";811516;811516;"Budget général";2018
"Écologie, développement et mobilité durables";217;13;21;"Rémunérations d’activité";162819211;162819211;"Budget général";2018
"Écologie, développement et mobilité durables";217;13;22;"Cotisations et contributions sociales";103318429;103318429;"Budget général";2018
"Écologie, développement et mobilité durables";217;13;23;"Prestations sociales et allocations diverses";1147900;1147900;"Budget général";2018
"Écologie, développement et mobilité durables";217;15;21;"Rémunérations d’activité";402108479;402108479;"Budget général";2018
"Écologie, développement et mobilité durables";217;15;22;"Cotisations et contributions sociales";262585652;262585652;"Budget général";2018
"Écologie, développement et mobilité durables";217;15;23;"Prestations sociales et allocations diverses";2860036;2860036;"Budget général";2018
"Écologie, développement et mobilité durables";217;16;21;"Rémunérations d’activité";145874056;145874056;"Budget général";2018
"Écologie, développement et mobilité durables";217;16;22;"Cotisations et contributions sociales";92215114;92215114;"Budget général";2018
"Écologie, développement et mobilité durables";217;16;23;"Prestations sociales et allocations diverses";1052774;1052774;"Budget général";2018
"Écologie, développement et mobilité durables";217;22;21;"Rémunérations d’activité";4601600;4601600;"Budget général";2018
"Écologie, développement et mobilité durables";217;22;22;"Cotisations et contributions sociales";2531222;2531222;"Budget général";2018
"Écologie, développement et mobilité durables";217;22;23;"Prestations sociales et allocations diverses";10710;10710;"Budget général";2018
"Écologie, développement et mobilité durables";217;23;21;"Rémunérations d’activité";34316382;34316382;"Budget général";2018
"Écologie, développement et mobilité durables";217;23;22;"Cotisations et contributions sociales";21857127;21857127;"Budget général";2018
"Écologie, développement et mobilité durables";217;23;23;"Prestations sociales et allocations diverses";252043;252043;"Budget général";2018
"Écologie, développement et mobilité durables";217;24;21;"Rémunérations d’activité";1335318;1335318;"Budget général";2018
"Écologie, développement et mobilité durables";217;24;22;"Cotisations et contributions sociales";778977;778977;"Budget général";2018
"Écologie, développement et mobilité durables";217;24;23;"Prestations sociales et allocations diverses";5283;5283;"Budget général";2018
"Écologie, développement et mobilité durables";217;25;21;"Rémunérations d’activité";1655894;1655894;"Budget général";2018
"Écologie, développement et mobilité durables";217;25;22;"Cotisations et contributions sociales";760735;760735;"Budget général";2018
"Écologie, développement et mobilité durables";217;25;23;"Prestations sociales et allocations diverses";33371;33371;"Budget général";2018
"Écologie, développement et mobilité durables";217;25;31;"Dépenses de fonctionnement autres que celles de personnel";1000000;1000000;"Budget général";2018
"Écologie, développement et mobilité durables";217;26;21;"Rémunérations d’activité";790695;790695;"Budget général";2018
"Écologie, développement et mobilité durables";217;26;22;"Cotisations et contributions sociales";404172;404172;"Budget général";2018
"Écologie, développement et mobilité durables";217;26;23;"Prestations sociales et allocations diverses";5133;5133;"Budget général";2018
"Écologie, développement et mobilité durables";217;26;31;"Dépenses de fonctionnement autres que celles de personnel";500000;500000;"Budget général";2018
"Écologie, développement et mobilité durables";217;27;21;"Rémunérations d’activité";10211757;10211757;"Budget général";2018
"Écologie, développement et mobilité durables";217;27;22;"Cotisations et contributions sociales";4032211;4032211;"Budget général";2018
"Écologie, développement et mobilité durables";217;27;23;"Prestations sociales et allocations diverses";206032;206032;"Budget général";2018
"Écologie, développement et mobilité durables";217;27;31;"Dépenses de fonctionnement autres que celles de personnel";6410000;6410000;"Budget général";2018
"Écologie, développement et mobilité durables";217;28;21;"Rémunérations d’activité";32028923;32028923;"Budget général";2018
"Écologie, développement et mobilité durables";217;28;22;"Cotisations et contributions sociales";20075472;20075472;"Budget général";2018
"Écologie, développement et mobilité durables";217;28;23;"Prestations sociales et allocations diverses";234575;234575;"Budget général";2018
"Écologie, développement et mobilité durables";345;1;62;"Transferts aux entreprises";1506778171;1506778171;"Budget général";2018
"Écologie, développement et mobilité durables";345;2;31;"Dépenses de fonctionnement autres que celles de personnel";13000000;13000000;"Budget général";2018
"Écologie, développement et mobilité durables";345;2;61;"Transferts aux ménages";563454545;563454545;"Budget général";2018
"Écologie, développement et mobilité durables";345;2;62;"Transferts aux entreprises";177184942;177184942;"Budget général";2018
"Écologie, développement et mobilité durables";345;2;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Écologie, développement et mobilité durables";345;3;62;"Transferts aux entreprises";691467824;691467824;"Budget général";2018
